congress,chamber,bioguide,last_name,state,district,party,votes,agree_pct,predicted_agree,net_trump_vote
117,house,G000590,Green,TN,7,R,3,1,0.90428665,39.3
0,house,G000591,Guest,MS,3,Republican,92,0.945652173913043,0.89489898,24.5
116,house,G000591,Guest,MS,3,R,89,0.943820224719101,0.90054788,24.5
117,house,G000591,Guest,MS,3,R,3,1,0.72731485,24.5
0,house,G000592,Golden,ME,2,Democrat,92,0.130434782608696,0.63574734,10.3
116,house,G000592,Golden,ME,2,D,89,0.134831460674157,0.64230771,10.3
117,house,G000592,Golden,ME,2,D,3,0,0.44112292,10.3
0,house,G000593,Giménez,FL,26,Republican,3,1,0.02866636,-16.3
117,house,G000593,Giménez,FL,26,R,3,1,0.02866636,-16.3
0,house,G000594,Gonzales,TX,23,Republican,3,0.333333333333333,0.1535017,-3.4
117,house,G000594,Gonzales,TX,23,R,3,0.333333333333333,0.1535017,-3.4
0,house,G000595,Good,VA,5,Republican,3,1,0.45957391,11.1
117,house,G000595,Good,VA,5,R,3,1,0.45957391,11.1
0,house,G000596,Greene,GA,14,Republican,3,1,0.97484344,52.9
117,house,G000596,Greene,GA,14,R,3,1,0.97484344,52.9
0,house,G000597,Garbarino,NY,2,Republican,3,0.333333333333333,0.41329249,9.1
117,house,G000597,Garbarino,NY,2,R,3,0.333333333333333,0.41329249,9.1
0,house,H000324,Hastings,FL,20,Democrat,175,0.0971428571428571,0.11193214,-62.1
115,house,H000324,Hastings,FL,20,D,90,0.122222222222222,0.15804055,-62.1
116,house,H000324,Hastings,FL,20,D,84,0.0714285714285714,0.0638628,-62.1
117,house,H000324,Hastings,FL,20,D,1,0,0,-62.1
0,house,H000874,Hoyer,MD,5,Democrat,187,0.128342245989305,0.15251906,-32
115,house,H000874,Hoyer,MD,5,D,95,0.189473684210526,0.23352122,-32
116,house,H000874,Hoyer,MD,5,D,89,0.0674157303370786,0.07112957,-32
117,house,H000874,Hoyer,MD,5,D,3,0,0.0020056,-32
0,house,H001036,Hensarling,TX,5,Republican,96,0.947916666666667,0.94471163,28.4
115,house,H001036,Hensarling,TX,5,R,96,0.947916666666667,0.94471163,28.4
0,house,H001038,Higgins,NY,26,Democrat,186,0.139784946236559,0.20707656,-19.6
115,house,H001038,Higgins,NY,26,D,94,0.223404255319149,0.3302011,-19.6
116,house,H001038,Higgins,NY,26,D,89,0.0561797752808989,0.08344075,-19.6
117,house,H001038,Higgins,NY,26,D,3,0,0.01703699,-19.6
0,house,H001045,Harper,MS,3,Republican,93,0.989247311827957,0.93650002,24.5
115,house,H001045,Harper,MS,3,R,93,0.989247311827957,0.93650002,24.5
0,house,H001047,Himes,CT,4,Democrat,183,0.180327868852459,0.18551332,-23
115,house,H001047,Himes,CT,4,D,93,0.290322580645161,0.28953016,-23
116,house,H001047,Himes,CT,4,D,87,0.0689655172413793,0.08038528,-23
117,house,H001047,Himes,CT,4,D,3,0,0.00970444,-23
0,house,H001048,Hunter,CA,50,Republican,149,0.953020134228188,0.85744878,15
115,house,H001048,Hunter,CA,50,R,94,0.946808510638298,0.8984473,15
116,house,H001048,Hunter,CA,50,R,55,0.963636363636364,0.78737857,15
0,house,H001050,Hanabusa,HI,1,Democrat,84,0.214285714285714,0.21012633,-32.6
115,house,H001050,Hanabusa,HI,1,D,84,0.214285714285714,0.21012633,-32.6
0,house,H001052,Harris,MD,1,Republican,185,0.924324324324324,0.92793458,28.6
115,house,H001052,Harris,MD,1,R,95,0.873684210526316,0.94438789,28.6
116,house,H001052,Harris,MD,1,R,88,0.977272727272727,0.91555724,28.6
117,house,H001052,Harris,MD,1,R,2,1,0.69100512,28.6
0,house,H001053,Hartzler,MO,4,Republican,182,0.950549450549451,0.93853665,36
115,house,H001053,Hartzler,MO,4,R,94,0.978723404255319,0.95129007,36
116,house,H001053,Hartzler,MO,4,R,85,0.917647058823529,0.92667383,36
117,house,H001053,Hartzler,MO,4,R,3,1,0.87504293,36
0,house,H001056,Herrera Beutler,WA,3,Republican,182,0.796703296703297,0.67885556,7.4
115,house,H001056,Herrera Beutler,WA,3,R,95,0.91578947368421,0.8213349,7.4
116,house,H001056,Herrera Beutler,WA,3,R,84,0.69047619047619,0.5286117,7.4
117,house,H001056,Herrera Beutler,WA,3,R,3,0,0.37383796,7.4
0,house,H001058,Huizenga,MI,2,Republican,184,0.940217391304348,0.87245314,17.6
115,house,H001058,Huizenga,MI,2,R,95,0.978947368421053,0.91387495,17.6
116,house,H001058,Huizenga,MI,2,R,86,0.918604651162791,0.83615061,17.6
117,house,H001058,Huizenga,MI,2,R,3,0.333333333333333,0.60143495,17.6
0,house,H001059,Hultgren,IL,14,Republican,94,0.968085106382979,0.76650981,3.9
115,house,H001059,Hultgren,IL,14,R,94,0.968085106382979,0.76650981,3.9
0,house,H001064,Heck,WA,10,Democrat,183,0.163934426229508,0.28670731,-11.4
115,house,H001064,Heck,WA,10,D,95,0.242105263157895,0.45288484,-11.4
116,house,H001064,Heck,WA,10,D,88,0.0795454545454545,0.10731111,-11.4
0,house,H001065,Holding,NC,2,Republican,179,0.905027932960894,0.74046748,9.6
115,house,H001065,Holding,NC,2,R,96,0.90625,0.84972588,9.6
116,house,H001065,Holding,NC,2,R,83,0.903614457831325,0.61409631,9.6
0,house,H001066,Horsford,NV,4,Democrat,92,0.0652173913043478,0.16001493,-4.9
116,house,H001066,Horsford,NV,4,D,89,0.0674157303370786,0.16100487,-4.9
117,house,H001066,Horsford,NV,4,D,3,0,0.13064681,-4.9
0,house,H001067,Hudson,NC,8,Republican,172,0.912790697674419,0.83832878,15
115,house,H001067,Hudson,NC,8,R,90,0.922222222222222,0.89618146,15
116,house,H001067,Hudson,NC,8,R,79,0.89873417721519,0.78348764,15
117,house,H001067,Hudson,NC,8,R,3,1,0.54689861,15
0,house,H001068,Huffman,CA,2,Democrat,182,0.120879120879121,0.1198638,-45.7
115,house,H001068,Huffman,CA,2,D,92,0.16304347826087,0.17432495,-45.7
116,house,H001068,Huffman,CA,2,D,87,0.0804597701149425,0.06640085,-45.7
117,house,H001068,Huffman,CA,2,D,3,0,1.4742e-4,-45.7
0,house,H001071,Hice,GA,10,Republican,181,0.922651933701657,0.93019255,25.5
115,house,H001071,Hice,GA,10,R,96,0.895833333333333,0.94031695,25.5
116,house,H001071,Hice,GA,10,R,82,0.951219512195122,0.92518178,25.5
117,house,H001071,Hice,GA,10,R,3,1,0.74317276,25.5
0,house,H001072,Hill,AR,2,Republican,187,0.941176470588235,0.75818477,10.7
115,house,H001072,Hill,AR,2,R,95,0.968421052631579,0.86295106,10.7
116,house,H001072,Hill,AR,2,R,89,0.932584269662921,0.65673161,10.7
117,house,H001072,Hill,AR,2,R,3,0.333333333333333,0.45036248,10.7
0,house,H001073,Hurd,TX,23,Republican,184,0.804347826086957,0.41349387,-3.4
115,house,H001073,Hurd,TX,23,R,96,0.947916666666667,0.62282121,-3.4
116,house,H001073,Hurd,TX,23,R,88,0.647727272727273,0.18513677,-3.4
0,house,H001074,Hollingsworth,IN,9,Republican,183,0.85792349726776,0.93117793,26.9
115,house,H001074,Hollingsworth,IN,9,R,94,0.882978723404255,0.94185832,26.9
116,house,H001074,Hollingsworth,IN,9,R,86,0.848837209302326,0.92532279,26.9
117,house,H001074,Hollingsworth,IN,9,R,3,0.333333333333333,0.76437281,26.9
0,house,H001077,Higgins,LA,3,Republican,180,0.966666666666667,0.93892494,38.1
115,house,H001077,Higgins,LA,3,R,93,0.967741935483871,0.94911486,38.1
116,house,H001077,Higgins,LA,3,R,84,0.964285714285714,0.92923759,38.1
117,house,H001077,Higgins,LA,3,R,3,1,0.89428287,38.1
0,house,H001078,Handel,GA,6,Republican,62,0.983870967741935,0.72035223,1.5
115,house,H001078,Handel,GA,6,R,62,0.983870967741935,0.72035223,1.5
0,house,H001080,Haaland,NM,1,Democrat,92,0.0652173913043478,0.08747552,-16.5
116,house,H001080,Haaland,NM,1,D,89,0.0674157303370786,0.08948705,-16.5
117,house,H001080,Haaland,NM,1,D,3,0,0.02780011,-16.5
0,house,H001081,Hayes,CT,5,Democrat,92,0.0652173913043478,0.17168061,-4.1
116,house,H001081,Hayes,CT,5,D,89,0.0674157303370786,0.17266273,-4.1
117,house,H001081,Hayes,CT,5,D,3,0,0.14254428,-4.1
0,house,H001082,Hern,OK,1,Republican,94,0.946808510638298,0.91058039,28.7
115,house,H001082,Hern,OK,1,R,3,1,0.87699759,28.7
116,house,H001082,Hern,OK,1,R,88,0.943181818181818,0.91583793,28.7
117,house,H001082,Hern,OK,1,R,3,1,0.78994203,28.7
0,house,H001083,Horn,OK,5,Democrat,89,0.168539325842697,0.74263334,13.4
116,house,H001083,Horn,OK,5,D,89,0.168539325842697,0.74263334,13.4
0,house,H001084,Herrell,NM,2,Republican,3,1,0.43880929,10.2
117,house,H001084,Herrell,NM,2,R,3,1,0.43880929,10.2
0,house,H001085,Houlahan,PA,6,Democrat,92,0.0652173913043478,0.11690889,-9.3
116,house,H001085,Houlahan,PA,6,D,89,0.0674157303370786,0.11824891,-9.3
117,house,H001085,Houlahan,PA,6,D,3,0,0.07715495,-9.3
0,house,H001086,Harshbarger,TN,1,Republican,3,1,0.98444893,57
117,house,H001086,Harshbarger,TN,1,R,3,1,0.98444893,57
0,house,H001087,Hill,CA,25,Democrat,51,0.0392156862745098,0.10196635,-6.7
116,house,H001087,Hill,CA,25,D,51,0.0392156862745098,0.10196635,-6.7
0,house,H001088,Hagedorn,MN,1,Republican,89,0.943820224719101,0.78088343,14.9
116,house,H001088,Hagedorn,MN,1,R,86,0.941860465116279,0.78912122,14.9
117,house,H001088,Hagedorn,MN,1,R,3,1,0.5447336,14.9
0,house,H001090,Harder,CA,10,Democrat,92,0.0543478260869565,0.19023436,-3
116,house,H001090,Harder,CA,10,D,89,0.0561797752808989,0.19125385,-3
117,house,H001090,Harder,CA,10,D,3,0,0.15998944,-3
0,house,H001091,Hinson,IA,1,Republican,3,0.333333333333333,0.28575165,3.5
117,house,H001091,Hinson,IA,1,R,3,0.333333333333333,0.28575165,3.5
0,house,H001092,Hall,GA,5,Democrat,4,0.5,0.57280537,-73.1
116,house,H001092,Hall,GA,5,D,4,0.5,0.57280537,-73.1
0,house,I000056,Issa,CA,50,Republican,94,0.936170212765957,0.52721147,15
115,house,I000056,Issa,CA,49,R,91,0.934065934065934,0.52656244,-7.5
117,house,I000056,Issa,CA,50,R,3,1,0.54689861,15
0,house,J000020,Jacobs,NY,27,Republican,12,0.916666666666667,0.63904276,24.5
116,house,J000020,Jacobs,NY,27,R,9,0.888888888888889,0.60961873,24.5
117,house,J000020,Jacobs,NY,27,R,3,1,0.72731485,24.5
0,house,J000032,Jackson Lee,TX,18,Democrat,186,0.112903225806452,0.11561087,-56.5
115,house,J000032,Jackson Lee,TX,18,D,95,0.168421052631579,0.16859893,-56.5
116,house,J000032,Jackson Lee,TX,18,D,88,0.0568181818181818,0.06234864,-56.5
117,house,J000032,Jackson Lee,TX,18,D,3,0,1.449e-5,-56.5
0,house,J000126,Johnson,TX,30,Democrat,178,0.117977528089888,0.11554058,-60.8
115,house,J000126,Johnson,TX,30,D,88,0.181818181818182,0.17244011,-60.8
116,house,J000126,Johnson,TX,30,D,87,0.0574712643678161,0.061971,-60.8
117,house,J000126,Johnson,TX,30,D,3,0,5.34e-6,-60.8
0,house,J000174,Johnson,TX,3,Republican,87,0.931034482758621,0.89057208,14.2
115,house,J000174,Johnson,TX,3,R,87,0.931034482758621,0.89057208,14.2
0,house,J000255,Jones,NC,3,Republican,75,0.493333333333333,0.94015207,23.6
115,house,J000255,Jones,NC,3,R,75,0.493333333333333,0.94015207,23.6
0,house,J000288,Johnson,GA,4,Democrat,186,0.123655913978495,0.11891572,-53.1
115,house,J000288,Johnson,GA,4,D,94,0.159574468085106,0.17605101,-53.1
116,house,J000288,Johnson,GA,4,D,89,0.0898876404494382,0.06257793,-53.1
117,house,J000288,Johnson,GA,4,D,3,0,3.096e-5,-53.1
0,house,J000289,Jordan,OH,4,Republican,186,0.887096774193548,0.93608895,33.6
115,house,J000289,Jordan,OH,4,R,94,0.851063829787234,0.94798168,33.6
116,house,J000289,Jordan,OH,4,R,89,0.921348314606742,0.92642127,33.6
117,house,J000289,Jordan,OH,4,R,3,1,0.85025767,33.6
0,house,J000290,Jenkins,KS,2,Republican,92,0.967391304347826,0.91685546,18.4
115,house,J000290,Jenkins,KS,2,R,92,0.967391304347826,0.91685546,18.4
0,house,J000292,Johnson,OH,6,Republican,185,0.967567567567568,0.94145895,42.6
115,house,J000292,Johnson,OH,6,R,95,0.989473684210526,0.95030122,42.6
116,house,J000292,Johnson,OH,6,R,87,0.942528735632184,0.93225859,42.6
117,house,J000292,Johnson,OH,6,R,3,1,0.92826427,42.6
0,house,J000294,Jeffries,NY,8,Democrat,185,0.113513513513514,0.10472322,-71.1
115,house,J000294,Jeffries,NY,8,D,94,0.159574468085106,0.15078201,-71.1
116,house,J000294,Jeffries,NY,8,D,88,0.0681818181818182,0.05909416,-71.1
117,house,J000294,Jeffries,NY,8,D,3,0,4.1e-7,-71.1
0,house,J000295,Joyce,OH,14,Republican,183,0.918032786885246,0.77755026,11.5
115,house,J000295,Joyce,OH,14,R,96,0.96875,0.87003621,11.5
116,house,J000295,Joyce,OH,14,R,85,0.870588235294118,0.67923661,11.5
117,house,J000295,Joyce,OH,14,R,2,0.5,0.51655414,11.5
0,house,J000297,Jenkins,WV,3,Republican,91,0.967032967032967,0.95435644,49.2
115,house,J000297,Jenkins,WV,3,R,91,0.967032967032967,0.95435644,49.2
0,house,J000298,Jayapal,WA,7,Democrat,186,0.10752688172043,0.10495137,-69.9
115,house,J000298,Jayapal,WA,7,D,95,0.115789473684211,0.15053453,-69.9
116,house,J000298,Jayapal,WA,7,D,88,0.102272727272727,0.05932015,-69.9
117,house,J000298,Jayapal,WA,7,D,3,0,5.6e-7,-69.9
0,house,J000299,Johnson,LA,4,Republican,180,0.927777777777778,0.91909798,24
115,house,J000299,Johnson,LA,4,R,93,0.913978494623656,0.9364328,24
116,house,J000299,Johnson,LA,4,R,84,0.94047619047619,0.9070465,24
117,house,J000299,Johnson,LA,4,R,3,1,0.71916027,24
0,house,J000301,Johnson,SD,0,Republican,92,0.858695652173913,0.91579705,29.79332222
116,house,J000301,Johnson,SD,0,R,89,0.876404494382023,0.91954652,29.79332222
117,house,J000301,Johnson,SD,0,R,3,0.333333333333333,0.80456263,29.79332222
0,house,J000302,Joyce,PA,13,Republican,91,0.956043956043956,0.93465428,45.7
116,house,J000302,Joyce,PA,13,R,88,0.954545454545455,0.93425375,45.7
117,house,J000302,Joyce,PA,13,R,3,1,0.94640323,45.7
0,house,J000303,Jones,MI,13,Democrat,3,0.666666666666667,0.66132436000000006,-60.7
115,house,J000303,Jones,MI,13,D,3,0.666666666666667,0.66132436000000006,-60.7
0,house,J000304,Jackson,TX,13,Republican,3,1,0.99280009,63
117,house,J000304,Jackson,TX,13,R,3,1,0.99280009,63
0,house,J000305,Jacobs,CA,53,Democrat,3,0,0.00118183,-34.9
117,house,J000305,Jacobs,CA,53,D,3,0,0.00118183,-34.9
0,house,J000306,Jones,NY,17,Democrat,3,0,0.01545351,-20.2
117,house,J000306,Jones,NY,17,D,3,0,0.01545351,-20.2
0,house,K000009,Kaptur,OH,9,Democrat,185,0.145945945945946,0.18777858,-22.2
115,house,K000009,Kaptur,OH,9,D,93,0.236559139784946,0.29690569,-22.2
116,house,K000009,Kaptur,OH,9,D,89,0.0561797752808989,0.0797023,-22.2
117,house,K000009,Kaptur,OH,9,D,3,0,0.01110144,-22.2
0,house,K000188,Kind,WI,3,Democrat,179,0.195530726256983,0.59943461,4.5
115,house,K000188,Kind,WI,3,D,92,0.315217391304348,0.7795032,4.5
116,house,K000188,Kind,WI,3,D,84,0.0714285714285714,0.41263286,4.5
117,house,K000188,Kind,WI,3,D,3,0,0.30778016,4.5
0,house,K000210,King,NY,2,Republican,181,0.806629834254144,0.72516398,9.1
115,house,K000210,King,NY,2,R,94,0.861702127659574,0.84273084,9.1
116,house,K000210,King,NY,2,R,87,0.747126436781609,0.59813772,9.1
0,house,K000362,King,IA,4,Republican,169,0.93491124260355,0.93748603,27.4
115,house,K000362,King,IA,4,R,93,0.913978494623656,0.94164382,27.4
116,house,K000362,King,IA,4,R,76,0.960526315789474,0.93239822000000006,27.4
0,house,K000368,Kirkpatrick,AZ,2,Democrat,83,0.0481927710843374,0.15473291,-4.9
116,house,K000368,Kirkpatrick,AZ,2,D,80,0.05,0.15563614,-4.9
117,house,K000368,Kirkpatrick,AZ,2,D,3,0,0.13064681,-4.9
0,house,K000375,Keating,MA,9,Democrat,182,0.175824175824176,0.28328502,-10.7
115,house,K000375,Keating,MA,9,D,91,0.285714285714286,0.45733773,-10.7
116,house,K000375,Keating,MA,9,D,88,0.0681818181818182,0.1107676,-10.7
117,house,K000375,Keating,MA,9,D,3,0,0.06419674,-10.7
0,house,K000376,Kelly,PA,16,Republican,185,0.951351351351351,0.9003517,20
115,house,K000376,Kelly,PA,3,R,95,0.968421052631579,0.94089986,26.1
116,house,K000376,Kelly,PA,16,R,87,0.931034482758621,0.86476091,20
117,house,K000376,Kelly,PA,16,R,3,1,0.64845924,20
0,house,K000378,Kinzinger,IL,16,Republican,184,0.902173913043478,0.86667127,17.2
115,house,K000378,Kinzinger,IL,16,R,96,0.989583333333333,0.91244889,17.2
116,house,K000378,Kinzinger,IL,16,R,85,0.835294117647059,0.82461869,17.2
117,house,K000378,Kinzinger,IL,16,R,3,0,0.59327706,17.2
0,house,K000379,Kennedy,MA,4,Democrat,176,0.125,0.18084093,-24.2
115,house,K000379,Kennedy,MA,4,D,87,0.172413793103448,0.28667291,-24.2
116,house,K000379,Kennedy,MA,4,D,89,0.0786516853932584,0.0773872,-24.2
0,house,K000380,Kildee,MI,5,Democrat,185,0.140540540540541,0.38856339,-4.2
115,house,K000380,Kildee,MI,5,D,93,0.204301075268817,0.6046362,-4.2
116,house,K000380,Kildee,MI,5,D,89,0.0786516853932584,0.17112358,-4.2
117,house,K000380,Kildee,MI,5,D,3,0,0.14102046,-4.2
0,house,K000381,Kilmer,WA,6,Democrat,186,0.17741935483871,0.27267132,-12.3
115,house,K000381,Kilmer,WA,6,D,95,0.284210526315789,0.43629325,-12.3
116,house,K000381,Kilmer,WA,6,D,88,0.0681818181818182,0.10357192,-12.3
117,house,K000381,Kilmer,WA,6,D,3,0,0.05155925,-12.3
0,house,K000382,Kuster,NH,2,Democrat,184,0.228260869565217,0.4265507,-2.4
115,house,K000382,Kuster,NH,2,D,94,0.372340425531915,0.64100073,-2.4
116,house,K000382,Kuster,NH,2,D,87,0.0804597701149425,0.2036918,-2.4
117,house,K000382,Kuster,NH,2,D,3,0,0.17002473,-2.4
0,house,K000385,Kelly,IL,2,Democrat,187,0.0962566844919786,0.11277794,-58.9
115,house,K000385,Kelly,IL,2,D,95,0.136842105263158,0.164812,-58.9
116,house,K000385,Kelly,IL,2,D,89,0.0561797752808989,0.06103719,-58.9
117,house,K000385,Kelly,IL,2,D,3,0,8.35e-6,-58.9
0,house,K000386,Katko,NY,24,Republican,180,0.722222222222222,0.41383953,-3.6
115,house,K000386,Katko,NY,24,R,95,0.905263157894737,0.61475743,-3.6
116,house,K000386,Katko,NY,24,R,82,0.536585365853659,0.19070977,-3.6
117,house,K000386,Katko,NY,24,R,3,0,0.15031931,-3.6
0,house,K000387,Knight,CA,25,Republican,95,0.989473684210526,0.54804279,-6.7
115,house,K000387,Knight,CA,25,R,95,0.989473684210526,0.54804279,-6.7
0,house,K000388,Kelly,MS,1,Republican,185,0.935135135135135,0.93641243,33
115,house,K000388,Kelly,MS,1,R,95,0.926315789473684,0.94833029,33
116,house,K000388,Kelly,MS,1,R,87,0.942528735632184,0.92659971,33
117,house,K000388,Kelly,MS,1,R,3,1,0.84358245,33
0,house,K000389,Khanna,CA,17,Democrat,186,0.134408602150538,0.11509305,-53.4
115,house,K000389,Khanna,CA,17,D,94,0.159574468085106,0.16856779,-53.4
116,house,K000389,Khanna,CA,17,D,89,0.112359550561798,0.06249267,-53.4
117,house,K000389,Khanna,CA,17,D,3,0,2.899e-5,-53.4
0,house,K000390,Kihuen,NV,4,Democrat,94,0.223404255319149,0.5880386,-4.9
115,house,K000390,Kihuen,NV,4,D,94,0.223404255319149,0.5880386,-4.9
0,house,K000391,Krishnamoorthi,IL,8,Democrat,187,0.165775401069519,0.19340701,-21.7
115,house,K000391,Krishnamoorthi,IL,8,D,95,0.263157894736842,0.30505045,-21.7
116,house,K000391,Krishnamoorthi,IL,8,D,89,0.0674157303370786,0.08034962,-21.7
117,house,K000391,Krishnamoorthi,IL,8,D,3,0,0.01206761,-21.7
0,house,K000392,Kustoff,TN,8,Republican,185,0.92972972972973,0.93818311,35.6
115,house,K000392,Kustoff,TN,8,R,96,0.927083333333333,0.94985004,35.6
116,house,K000392,Kustoff,TN,8,R,86,0.941860465116279,0.92749889,35.6
117,house,K000392,Kustoff,TN,8,R,3,0.666666666666667,0.87112211,35.6
0,house,K000394,Kim,NJ,3,Democrat,92,0.0652173913043478,0.47529361,6.2
116,house,K000394,Kim,NJ,3,D,89,0.0674157303370786,0.47964478,6.2
117,house,K000394,Kim,NJ,3,D,3,0,0.34620879,6.2
0,house,K000395,Keller,PA,12,Republican,62,0.870967741935484,0.90812976,36.4
116,house,K000395,Keller,PA,12,R,59,0.88135593220339,0.90961699,36.4
117,house,K000395,Keller,PA,12,R,3,0.666666666666667,0.87888098,36.4
0,house,K000396,Kahele,HI,2,Democrat,3,0,0.00207934,-31.8
117,house,K000396,Kahele,HI,2,D,3,0,0.00207934,-31.8
0,house,K000397,Kim,CA,39,Republican,2,0.5,0.096308,-8.6
117,house,K000397,Kim,CA,39,R,2,0.5,0.096308,-8.6
0,house,L000263,Levin,MI,9,Democrat,95,0.178947368421053,0.52481513,-7.8
115,house,L000263,Levin,MI,9,D,95,0.178947368421053,0.52481513,-7.8
0,house,L000266,LaTurner,KS,2,Republican,2,1,0.66187244,18.4
117,house,L000266,LaTurner,KS,2,R,2,1,0.66187244,18.4
0,house,L000273,Fernandez,NM,3,Democrat,3,0,0.03437381,-15.1
117,house,L000273,Fernandez,NM,3,D,3,0,0.03437381,-15.1
0,house,L000287,Lewis,GA,5,Democrat,160,0.08125,0.09768305,-73.1
115,house,L000287,Lewis,GA,5,D,93,0.10752688172043,0.15016381,-73.1
116,house,L000287,Lewis,GA,5,D,67,0.0447761194029851,0.02483663,-73.1
0,house,L000397,Lofgren,CA,19,Democrat,183,0.131147540983607,0.12269307,-51.4
115,house,L000397,Lofgren,CA,19,D,95,0.189473684210526,0.17727743,-51.4
116,house,L000397,Lofgren,CA,19,D,85,0.0705882352941176,0.06601579,-51.4
117,house,L000397,Lofgren,CA,19,D,3,0,4.48e-5,-51.4
0,house,L000480,Lowey,NY,17,Democrat,182,0.126373626373626,0.20310714,-20.2
115,house,L000480,Lowey,NY,17,D,94,0.191489361702128,0.31515293,-20.2
116,house,L000480,Lowey,NY,17,D,88,0.0568181818181818,0.08342186,-20.2
0,house,L000491,Lucas,OK,3,Republican,183,0.967213114754098,0.94685326,52.7
115,house,L000491,Lucas,OK,3,R,96,0.989583333333333,0.94942651,52.7
116,house,L000491,Lucas,OK,3,R,84,0.94047619047619,0.94293323,52.7
117,house,L000491,Lucas,OK,3,R,3,1,0.97427033,52.7
0,house,L000551,Lee,CA,13,Democrat,185,0.0918918918918919,0.09728902,-80.6
115,house,L000551,Lee,CA,13,D,94,0.0957446808510638,0.13763061,-80.6
116,house,L000551,Lee,CA,13,D,88,0.0909090909090909,0.05751354,-80.6
117,house,L000551,Lee,CA,13,D,3,0,3e-8,-80.6
0,house,L000554,LoBiondo,NJ,2,Republican,96,0.822916666666667,0.77924459,4.6
115,house,L000554,LoBiondo,NJ,2,R,96,0.822916666666667,0.77924459,4.6
0,house,L000557,Larson,CT,1,Democrat,182,0.164835164835165,0.18316589,-23.1
115,house,L000557,Larson,CT,1,D,91,0.263736263736264,0.28913535,-23.1
116,house,L000557,Larson,CT,1,D,88,0.0681818181818182,0.07950283,-23.1
117,house,L000557,Larson,CT,1,D,3,0,0.00954189,-23.1
0,house,L000559,Langevin,RI,2,Democrat,186,0.172043010752688,0.3386242,-7.1
115,house,L000559,Langevin,RI,2,D,94,0.265957446808511,0.53826597,-7.1
116,house,L000559,Langevin,RI,2,D,89,0.0786516853932584,0.13576295,-7.1
117,house,L000559,Langevin,RI,2,D,3,0,0.10139907,-7.1
0,house,L000560,Larsen,WA,2,Democrat,186,0.139784946236559,0.19217446,-22.1
115,house,L000560,Larsen,WA,2,D,95,0.221052631578947,0.30111747,-22.1
116,house,L000560,Larsen,WA,2,D,88,0.0568181818181818,0.08073208,-22.1
117,house,L000560,Larsen,WA,2,D,3,0,0.01128871,-22.1
0,house,L000562,Lynch,MA,8,Democrat,185,0.189189189189189,0.17035143,-26
115,house,L000562,Lynch,MA,8,D,93,0.311827956989247,0.26632245,-26
116,house,L000562,Lynch,MA,8,D,89,0.0674157303370786,0.0756136,-26
117,house,L000562,Lynch,MA,8,D,3,0,0.00580573,-26
0,house,L000563,Lipinski,IL,3,Democrat,179,0.23463687150838,0.2400997,-15.3
115,house,L000563,Lipinski,IL,3,D,93,0.408602150537634,0.38542982,-15.3
116,house,L000563,Lipinski,IL,3,D,86,0.0465116279069767,0.08294038,-15.3
0,house,L000564,Lamborn,CO,5,Republican,187,0.925133689839572,0.91535789,24
115,house,L000564,Lamborn,CO,5,R,96,0.927083333333333,0.93722969,24
116,house,L000564,Lamborn,CO,5,R,88,0.920454545454545,0.89818631,24
117,house,L000564,Lamborn,CO,5,R,3,1,0.71916027,24
0,house,L000565,Loebsack,IA,2,Democrat,183,0.218579234972678,0.589996,4.1
115,house,L000565,Loebsack,IA,2,D,95,0.357894736842105,0.76860161,4.1
116,house,L000565,Loebsack,IA,2,D,88,0.0681818181818182,0.39718312,4.1
0,house,L000566,Latta,OH,5,Republican,188,0.930851063829787,0.91928525,25.1
115,house,L000566,Latta,OH,5,R,96,0.958333333333333,0.93955518,25.1
116,house,L000566,Latta,OH,5,R,89,0.921348314606742,0.90356881,25.1
117,house,L000566,Latta,OH,5,R,3,0.333333333333333,0.73690155,25.1
0,house,L000567,Lance,NJ,7,Republican,96,0.864583333333333,0.67152862,-1.1
115,house,L000567,Lance,NJ,7,R,96,0.864583333333333,0.67152862,-1.1
0,house,L000569,Luetkemeyer,MO,3,Republican,184,0.956521739130435,0.9397102,39
115,house,L000569,Luetkemeyer,MO,3,R,94,0.978723404255319,0.94964833,39
116,house,L000569,Luetkemeyer,MO,3,R,87,0.931034482758621,0.93027791,39
117,house,L000569,Luetkemeyer,MO,3,R,3,1,0.90185185,39
115,house,L000570,Luján,NM,3,D,95,0.178947368421053,0.38902769,-15.1
116,house,L000570,Luján,NM,3,D,89,0.0674157303370786,0.09304446,-15.1
0,house,L000573,Labrador,ID,1,Republican,83,0.831325301204819,0.95378894,38.3
115,house,L000573,Labrador,ID,1,R,83,0.831325301204819,0.95378894,38.3
0,house,L000576,Long,MO,7,Republican,179,0.93854748603352,0.94312084,45.7
115,house,L000576,Long,MO,7,R,88,0.931818181818182,0.95179303,45.7
116,house,L000576,Long,MO,7,R,88,0.943181818181818,0.93433675,45.7
117,house,L000576,Long,MO,7,R,3,1,0.94640323,45.7
0,house,L000578,LaMalfa,CA,1,Republican,185,0.940540540540541,0.8936886,19.7
115,house,L000578,LaMalfa,CA,1,R,95,0.957894736842105,0.92334073,19.7
116,house,L000578,LaMalfa,CA,1,R,87,0.919540229885057,0.86996234,19.7
117,house,L000578,LaMalfa,CA,1,R,3,1,0.64276622,19.7
